anchor_id,sku,sku_normalized,registry_match_type,registry_status,row,column,cell_id,bbox,column_role,orientation,confidence
sku_000275,GW 62 829 H,GW62829H,exact_normalized,confirmed,52,6,r0052c006,"[307.39612990159253, 680.8488972981771, 360.3716057671441, 689.9198608398438]",sku_column,multiple_codes_in_row,1.0
sku_000276,GW 62 283 H,GW62283H,exact_normalized,confirmed,52,8,r0052c008,"[413.3470361472587, 680.8488972981771, 466.322172416273, 689.9198608398438]",sku_column,multiple_codes_in_row,1.0
sku_000277,GW 62 730 H,GW62730H,exact_normalized,confirmed,53,2,r0053c002,"[95.49500021849863, 689.9198608398438, 148.47013810364126, 698.990478515625]",sku_column,multiple_codes_in_row,1.0
sku_000278,GW 62 763 H,GW62763H,exact_normalized,confirmed,53,4,r0053c004,"[201.44556756555681, 689.9198608398438, 254.42103184036344, 698.990478515625]",sku_column,multiple_codes_in_row,1.0
sku_000279,GW 62 830 H,GW62830H,exact_normalized,confirmed,53,6,r0053c006,"[307.39612990159253, 689.9198608398438, 360.3716057671441, 698.990478515625]",sku_column,multiple_codes_in_row,1.0
sku_000280,GW 62 863 H,GW62863H,exact_normalized,confirmed,53,8,r0053c008,"[413.3470361472587, 689.9198608398438, 466.322172416273, 698.990478515625]",sku_column,multiple_codes_in_row,1.0
sku_000281,GW 62 731 H,GW62731H,exact_normalized,confirmed,54,2,r0054c002,"[95.49500021849863, 698.990478515625, 148.47013810364126, 708.0611165364584]",sku_column,multiple_codes_in_row,1.0
sku_000282,GW 62 764 H,GW62764H,exact_normalized,confirmed,54,4,r0054c004,"[201.44556756555681, 698.990478515625, 254.42103184036344, 708.0611165364584]",sku_column,multiple_codes_in_row,1.0
sku_000283,GW 62 831 H,GW62831H,exact_normalized,confirmed,54,6,r0054c006,"[307.39612990159253, 698.990478515625, 360.3716057671441, 708.0611165364584]",sku_column,multiple_codes_in_row,1.0
sku_000284,GW 62 864 H,GW62864H,exact_normalized,confirmed,54,8,r0054c008,"[413.3470361472587, 698.990478515625, 466.322172416273, 708.0611165364584]",sku_column,multiple_codes_in_row,1.0
sku_000285,GW 62 732 H,GW62732H,exact_normalized,confirmed,55,2,r0055c002,"[95.49500021849863, 708.0611165364584, 148.47013810364126, 717.132080078125]",sku_column,multiple_codes_in_row,1.0
sku_000286,GW 62 765 H,GW62765H,exact_normalized,confirmed,55,4,r0055c004,"[201.44556756555681, 708.0611165364584, 254.42103184036344, 717.132080078125]",sku_column,multiple_codes_in_row,1.0
sku_000287,GW 62 832 H,GW62832H,exact_normalized,confirmed,55,6,r0055c006,"[307.39612990159253, 708.0611165364584, 360.3716057671441, 717.132080078125]",sku_column,multiple_codes_in_row,1.0
sku_000288,GW 62 865 H,GW62865H,exact_normalized,confirmed,55,8,r0055c008,"[413.3470361472587, 708.0611165364584, 466.322172416273, 717.132080078125]",sku_column,multiple_codes_in_row,1.0
sku_000289,GW 62 733 H,GW62733H,exact_normalized,confirmed,56,2,r0056c002,"[95.49500021849863, 717.132080078125, 148.47013810364126, 726.2030029296875]",sku_column,multiple_codes_in_row,1.0
sku_000290,GW 62 766 H,GW62766H,exact_normalized,confirmed,56,4,r0056c004,"[201.44556756555681, 717.132080078125, 254.42103184036344, 726.2030029296875]",sku_column,multiple_codes_in_row,1.0
sku_000291,GW 62 833 H,GW62833H,exact_normalized,confirmed,56,6,r0056c006,"[307.39612990159253, 717.132080078125, 360.3716057671441, 726.2030029296875]",sku_column,multiple_codes_in_row,1.0
sku_000292,GW 62 866 H,GW62866H,exact_normalized,confirmed,56,8,r0056c008,"[413.3470361472587, 717.132080078125, 466.322172416273, 726.2030029296875]",sku_column,multiple_codes_in_row,1.0
sku_000293,GW 62 734 H,GW62734H,exact_normalized,confirmed,57,2,r0057c002,"[95.49500021849863, 726.2030029296875, 148.47013810364126, 735.2740042550223]",sku_column,multiple_codes_in_row,1.0
sku_000294,GW 62 767 H,GW62767H,exact_normalized,confirmed,57,4,r0057c004,"[201.44556756555681, 726.2030029296875, 254.42103184036344, 735.2740042550223]",sku_column,multiple_codes_in_row,1.0
sku_000295,GW 62 834 H,GW62834H,exact_normalized,confirmed,57,6,r0057c006,"[307.39612990159253, 726.2030029296875, 360.3716057671441, 735.2740042550223]",sku_column,multiple_codes_in_row,1.0
sku_000296,GW 62 867 H,GW62867H,exact_normalized,confirmed,57,8,r0057c008,"[413.3470361472587, 726.2030029296875, 466.322172416273, 735.2740042550223]",sku_column,multiple_codes_in_row,1.0
